slug,category,png_url
blood-donation,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-6UKQYbgCFWmNBFyrmQZblDMU9o24Cx.png
blood-pressure-cuff,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-cjvfpRKCJWAkUsOhigipUJm44gUVXn.png
blood-pressure-monitor,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Fk0E88M6ee0bOQzBw5aMS6YGekwdYu.png
blood-type-card,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-OvGQ6yqfLKTdveDTuEQhKfVcubyagE.png
blue-light-glasses,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Utalbyd3d3QISsPvTPHvQ6cp79dk0L.png
blueberry-smoothie,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-0ADDPkIcqSevTRD5BpTd5xztoLcGAZ.png
body-composition-scanner,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-K5xyz8YHK4ljexIScdCEAZwCMs2Eof.png
body-fat-caliper,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-5tdkunv3uhqET9ui53yRLk4j8ei28C.png
bone-density-scanner,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-QPEb9gpnk5WHtMYQXkVRqqToWP2gWe.png
booster-shot,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-1tgNIOa9G3e1R7rCl6S6lCxH15BFnr.png
botox,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-81YhPJ8QS9RMPmzopszgT7zNIl1MUJ.png
bottle-of-lotion,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-rb90xn6tuw4IK8N4a1MjPksBX3wtp6.png
brain-with-a-band-aid,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-YwqBchoyYVugDjF00Pj9xpLNLs3oCy.png
breath-mint,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-k989VYUozh3IGbLVoihksHXLvZuV9y.png
breathalyzer,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-xlQpqgZ0YnqXEuE1JT47416aNAaltg.png
cable-tower,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-VmgMiY3UpKbAiBpCbsuISaMMrwRNBb.png
calorie-tracker,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-iOhSEeezyNIr1fDi13qlFSsqNxgN6P.png
cancer-cell,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-kCiDuLQVIp4b6AESTe4G0Q5046SRmA.png
cannabis-pharmacy,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-lGe4RWNWCf8INkMks7iJVQCBEFNIvl.png
captains-chair,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-0au5ovZwLWaCJGeihTsET4BOUCuTWt.png
caregiver,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-sHA1HH9Ka1GOww2PJaoOVhTh1dSePC.png
cbd-oil-dropper,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-XieHJjjwx6BaTVSxNlBTD9ON0Y75hR.png
cheek-retractor,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-AdEpoURVZk6C665RbbgWWSHUz0jDVC.png
chest-x-ray,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-uQoadviCdl7RARibeNc4cTA7flvjcR.png
chewing-stick,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-5hp3KEmbZRuDwHUfReU5OZnJfNtZnt.png
chia-seed-pudding,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-eAzMKoixqb2MJjQfb7MusGPgzv4KKm.png
chiropractor-table,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Eq9TKrZLuVdZpNUmxiqM4kOBFNZCsx.png
clear-retainer,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-p7Zuqa92ad7kL2IejEBVj1utmxD5LG.png
clinics-served,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-hXrrt6kDbBLByiATYDQlIlyecrqQ0r.png
cold-pack,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-56o1XhtK1cl7THvAl53jybtdxePVqw.png
cold-plunge-tub,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-UTEZrQpsklWxjcnkWzpX857yYWyDdb.png
cold-sore,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-tVMSqjNOpfO32RKpd0poguZkL35EkK.png
cold-therapy-face-mask,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-ZzD8KTkvPz3Nuap861gYbXQtn4fZiz.png
collagen,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-HFDq0lM0Hqj1JF6YsVSiTYZ8REjieW.png
color-therapy-glasses,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-5Pargc2YFyVgl42SvNi9tvjKYgQU7K.png
comfrey-salve,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-wGo8gKzqF9BJ5Slf6Grfp1IHry0weI.png
compression-arm-sleeve,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-AvQ1axX8HkrUi2qgQrXOBkzBEi7s5d.png
condom,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-MM6MGpIIMJfVCACaAbhJISGJKR78tb.png
contact-lenses,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-JFwSn45T5QLU9y4U2xFFUAAFBzyuBg.png
continuous-glucose-monitor,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-ZWAbxIR1VLtLDo5pAOz4ccK7CHo1rj.png
cooler-box,health-wellness,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Gj2HqNgBlyJQhqCRGV6b3MRLLIQTb5.png
35mm-slide,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-GYzNSduoumGZetPpx3izp5HUIqJnUN.png
3d-glasses,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-NEPm4cDYkEZT9xRchnCienRoriMlrV.png
3d-modeling,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-VWPgfz0LtxpokNSBaTuN9vQGzl8cfg.png
8-bit-sound-chip,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-iiLPT2CXVfNTbt80utIkxj2bZX7nCo.png
ac-intake-filter,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-8vuWYx4cqKrtks74qH9JSYeZyohYpV.png
action-camera,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-AmqZZr6gQE3C9i2NzN6ZywoONrlwQD.png
ai-training-data-center,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-MTq0jKMpygOI67ICi6l3jyPRSaa3pE.png
airpods,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-4IyXiZ7gIUBraPVHp8QItTpomuEzlS.png
airtag,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-VOpJYBybbUvcc7vPViKcj4u68fkyUS.png
ak-47,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-0aSyjkgDAEXU7dWFPpppwq1fs4j4oA.png
album-cover-6w2hbp,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-lNCJVeudMvXQoy360lzcvKgKcbp8nc.png
all-the-things-meme,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-TsK4yvO64dDLCq5l2D7bnQfyPAUsw4.png
analog-broadcast-van,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-EixkVPBdrUiQ1Fb2wick4Koy9dKQZX.png
analog-synth-patch-cable,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-FBAS9H7A0NZojsZbw4BXpccteWZEct.png
analog-telephone-exchange,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-VqgVaNjCjxurnu9v8xxqqFw7nGjowi.png
animation,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-QYzl8Tb3ecJFrNOA33RHfQ1rXkiDo6.png
animation-1,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-EK4nPFWsopXaq88Va2U3yCtQeH8Olx.png
animation-2,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-5IkvjocYxOznQnazUxb2Wb3FPvBzCk.png
anymal-autonomous-robot,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-zJFuTatkOlIXBxVbP58TAzlCr5PTv7.png
apple-ii-plus-computer-with-green-screen-crt-display,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-iHFK2I60hobeZy9iO4mGxPM4ob1YYs.png
apple-ipad-pro-mounted-in-a-magic-keyboard-case,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-dgzgthbY1fTg7e1ziv14H8ePhGJ73U.png
apple-magic-trackpad,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-xMbvUbnnlIZnR3SgHUbp9UI9lRJIoT.png
ar-headset,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-MP2v4oBN3US89kOe0XrLqLlRR97vyW.png
artificial-intelligence,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-1CAliui121GIBGbrW2cTbVQ785OkTj.png
artificial-intelligence-5loffz,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-8HR0ctKWczS8YFn67f3UW0M0cvWXBw.png
audio-waveform,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-c2XthIrBipsE6J5xOJJKV7lASGd6aH.png
augmented-reality-glasses,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-OsGvEV6S7t5gqBWioLv9zO8SgmWkvO.png
barcode-scanner,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-F3M4BJ8SuSig9aCnYRXpV1IaSMwCXA.png
bazooka,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-zxG743en7xHBdUMkpwtsHHFhim0m0K.png
biometric-scanner,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-1xM90oqSp9LaGF6Z63GPS7rnUycLEz.png
bitcoin,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-ndJsteve86cmutozJWlbMGY7PfpwZQ.png
blockchain,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-2ojjAp7s2KeO3J9shvCPNH9nuhz3zi.png
blog,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-wUZiLsrdWkfsNa7TlqPsxtqqdAPrIi.png
blog-post,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-pghw1mYJwulaAcODUo87pKdxX9ANPf.png
bluetooth-headset,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-AjLlSEp6Noa2fnZAPxZrImxUl5D8fA.png
bluetooth-speaker,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-v7JiqGGEoP9JVqPSHKqGZMdxTntRGU.png
bomb,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-n4yHl3gwcktj2AGPwsPDsU1OpqsI5g.png
boombox,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-uoiJVLPNog5WvUu5PuFbzhDlQrtUeI.png
braille-e-reader,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-oVZI3iwKDJbVbjicxQ2sJ9acaLEqEs.png
bubble-speaker,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-x97Lw5jJoAeRgmH9vVqIYU6DUFXHqv.png
bug,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-1bODthAQUpFbEz5AsixDrFI14kjC7T.png
bullet-time-camera-rig,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Mx5VQ9pdIUUpII3Zlmz2CCgVdJmW8q.png
caged-phone,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-L6pAMMkVMJNNzqFMEe460AKLmW9G20.png
calculator,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-HCwnlHIkzR4wXtkTVAySMqAWigIejw.png
camera,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-s09fUJ3H6nVTAzwemNRaSQgTJi6PUP.png
camera-lens,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-SGBm83wiki1iCLhJu3RXwTRZTQ6QCC.png
camera-on-gimbal,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-skSB9bH4GT4SedeUxAU2Z3DZ2yZa0h.png
capacitor,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-DfB9ljvHU92XzlggKwWzjwDA5n7NLy.png
car-scanner,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-wPSfQdCW8OY5V9RtjmVgd6Ekccpm3n.png
cassette-air-conditioner,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-6UQrr3FwnewP9DVjS49Ft7aKq43yyn.png
cassette-tape,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-PqpnlfLGnPzbGWsNmG7CSlds5z7y2G.png
cassette-walkman,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-9syvdntqsiqiIaCDo0Tcp6BZzM0UaR.png
cathode-ray-tube,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-addhVMIjxOyFEpoyEt6OBsBHzTu0QR.png
cctv,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-74phE0rsFJmY4aKzmdUvRKmJA6g5qh.png
chat,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-h0hzCqnJZkRGDg1z3YSvUnJV77Ck6f.png
childrens-book,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-EeMvrVqQK8bXaUrsIUK5yR2uSrA7ai.png
cinema-clapperboard,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-ABZLq20QmZN3fPtLBSpFWBj17ko8tQ.png
cinematography,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-hgXPkqpADbHGd6tJ9kh973tSeJqD2m.png
cloud-storage-server-room,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-3fSpW8YQ16DYXpXhYrOqBieTWqb6sK.png
co2-indicator,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-g1MEpuBrfl1wsB2ylYAgE3teZmuNCo.png
color-grading,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-zsoDJoIhd5kaxLuWtpj0DsMF9p4hVt.png
command-line-terminal,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-nbFzyTbWb2lyzHuEKm0KgJgFifnIxw.png
compact-disc,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-lttEKuAgKmB1pPpnLNMwD8otZMcGf8.png
computer-tower,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-v8j8Cja5kTAVA7ie71jehVCorDDcT0.png
computer-virus,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-N5yxMFq93Pgd0tTu0oPFzkkTy7knZK.png
computer-vision,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-yvKm3EHC6PMuTwLzi7vIGzQ8tVhyFW.png
courtroom-stenographer-keyboard,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-iEp7wsN2HDbxa777CB0CQDaVGbtlHt.png
cpu,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-vQIBG0RmP3Emk07usFN61uxYonGkmq.png
credit-card-reader,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Hhh0XcLYlTEDe7mUw5iDdTmSyEhf2A.png
crypto-mining-rig,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-j5EngJ65TpDJlgiHlZFAZ2Rg7PQwgQ.png
curta-calculator,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-bVQb4zPFANigRWExSbe6EXGUMB2mhe.png
customizable-keycap-set,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-dAkS9gh8uF1X5aFuuhf1nodj35glHo.png
cybernetic-eye-implant,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-xuoPGYW9cePcDRJewHUuUzketEkxVD.png
cyberpunk-payphone,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-VcRWu8QJckkOKJlhbHHIVhgy6QQ7Qh.png
database,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-yAsjogRVy50Ccelfw7o1RgaqQkPX9N.png
debug,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-BQtMOnQ84Rsv8DlqSG3fXm9XYkITCm.png
deployment,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Ql4CLJJZKsPhAqYytC4Z57x3JhdZOY.png
designer-mouse,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-IqPIuuaeEx67pLwA63UZGQs7YWmd5Z.png
desktop-computer-monitor,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-3NnRZYSd3R3CDbeMlwYANaxhf9plnG.png
desktop-computer-mouse,technology-media,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-qJYhVmvKknDPliVSWYzSDxayBHcLu5.png
20-euro-note,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-VkEzbtNvNdjnZJT6C3RE5Q3lCI307F.png
2026-calendar,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-yPVgnIzgk5q19ZtOnxrli2CrcolmcO.png
3-ring-binder,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-9CPB2ChacLm8VjTFKn4IKnOvZpbGeW.png
a-dozen-roses,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-J42PZ8H3tmM2fOGGJl9EXtC5tV3VDZ.png
aa-battery,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-PXrGDnkhg8Cabtcv88o4L0ZEI1DHQh.png
abacus,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-QuWCqLOKnzkXG68i82JonIv7gxBlEl.png
advent-calendar,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-wwZGoPUQkysL1fA9Ok2rPBPBMXSD4h.png
air-conditioner,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-jF7fLrYXiJ3e52OdVMvuJeC9eGVFVO.png
air-fryer,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-fMel4ZlzvWVc3Kr8GuFqJd0aiQsD7I.png
air-purifier-1,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-iawuJBzyJPVPHvvLuiSBY1LWC71pyE.png
alarm-clock,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-ecrt5EpWVPk65L4VgdKcQhSkNgjJfX.png
alarm-snooze-button,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-WeQSGQB1QYljNkWdTpD1CPDbI8Wi0f.png
angry-boy,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-JFQ5x79KuA5nPWDgsWgA0GaGMT8TMc.png
apology-note,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-xia5291zzsFMUJMweeS9B8DsPC3410.png
archive-box,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-5zVOONIN28dJticozuMBCoSEjaw6VA.png
armchair,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Wx5sBQoGwH6iNPW89b5zv9dNFAVLOu.png
arrest-warrant,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-gmsCPr7VLWlTpHgTriqfbhN5jzW2gh.png
ashes,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-MrRRP1RhJhL3ABLx4B7YZNOLcLSTWR.png
asian-man-with-glasses-presenting-gesture,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-bt0aT9nyTFYLRKgoD1Yplj3B6tJLMo.png
atm,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-zXT8vJ7jS2zjXpm1KoB4lXmTTpyd6L.png
atm-cash-machine,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-vjtC9D3n7zH0J9VQuFQkI6IR3WS9bC.png
automatic-pet-feeder,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-WOBnGJKIUP1zmU7ZmkzLstxHvuahxA.png
automatic-soap-dispenser,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-MrkzhkVtTOY8sTJU9cQCUNQFPozM11.png
baby,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-OwYoHmyqGQ3XlXi2ANnhOTkf1HgwB9.png
baby-1,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-xkg59o8axxWv8UTDtz9eMDiXnfdRJn.png
baby-feeding-bottle,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-OGmaUYElcQxL0MXidTpKtrdWi3UztG.png
baby-mobile,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-HV7OQcLCOHxN7iGiE99YEmszrq9Bmq.png
baby-rattle,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-iIEWG7UTpOUbMhVKwzG0tCZREJ1oWw.png
back-scratcher,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-QLMzFaPNF1MixN1d6bfBq4LdQW4s7f.png
backpack,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-53doFZDyMbmChPPHfnbbPjt0Zvlzq7.png
backpack-1,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-3JqmFhoX4wlSJ2F8hEg2ljSfxraUPO.png
bag-clip,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-vM3XiVbBIDA6XQovZdzBz3oAPC4KvS.png
bag-of-fertilizer,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-1cJRDo4u1lWfBpTgmQ2pxZapZOrIMJ.png
bag-of-groceries,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-DXDecT3Ip0rCJy8HyeBzAE9HvaqWDl.png
bag-of-ice,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-R4qa5KocCZs5ndj8NdVLyswr39bQAj.png
bag-of-rice,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-tgMnqHY5T2yDtw9FH2PKiLaRTpTHIV.png
bag-of-rubber-bands,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-lpNUgn7U3Lyk2sedH7FpwpE0oHZ5RZ.png
bag-tag,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-v26txJztnSiK8JDyWeiEOBn2mdbXrZ.png
baking-soda,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-gsXMoXAVwcEzR4vEgu6apyQeRQBdUJ.png
balloon,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-SLW4v3ZRvj7Si9YqPiWqBSY3K1J03w.png
banana-keeper,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-V69YJJMTi5sXH800QXv9t7lOknWKWZ.png
bandage-box,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-LseLLKkbrHntiJ9t8LLMVgqmdI6T6B.png
barbershop-and-beauty-salon,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-2pzKugXl5zlyU5eocLtyfQVs8jxRnT.png
barrister-bookcase,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-WIncixpk9r6fbmqTk8nxA1sAXZ4aI7.png
bateau-tub,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-aVVOZrD3pTWsfWUThsvPFk4JE4pnil.png
bath-bomb,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-EOXJzjedHMjxdKRZYj89u8hV0MRV3m.png
bath-towel,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-f9JG3OMkk0m5zjq35wO2CxWWMqjpB9.png
bathrobe,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-DcqtEPfmgXxE8NoqrVae2JHW5OLKnK.png
bathroom,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-Az1TXZ9XiWndOHVQbGJoSaI3zrAdhT.png
battery,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-iYxgCTnRJtOqIZ4o8YkbTcrhEznVC5.png
battery-charger,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-8SKFG3ux9pF4i49OzKamDNTuz9AyFA.png
bed,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-fCUCZIbOMwyFIEPHpSaknMVdlzdBWV.png
bed-tray,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-7J3D0YBBgjkLGI8vgi3msHG6XmCcFf.png
bedroom,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-neRTgLGZ3AjDhWiaW6jqNVQNWEB66U.png
bedroom-1,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-gj7qqSWxAu8vg05H0QlBlCQydcO3fG.png
bedsheet,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-9Z4IR40fpxFiyYZOb4WCacvLda5xKi.png
beggar,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-3uQUmhUWfFMVqhTqXP8faIzZVNoGKs.png
bench,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-xgQSbpVjLic9zyJrmgN414Ub3qS7vJ.png
bent-fork,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-NTyjvz6paa9JEag9vb1It2QcU6TYqa.png
bent-spoon,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-EN2nZOujwWF94Mxou1YXdDiUBlZTVz.png
besom,everyday-life,https://lftz25oez4aqbxpq.public.blob.vercel-storage.com/image-oPZqXQTsafDXz6Oo2CHBAMjApW6GBA.png
